KODE DAN DATA ADMINISTRASI PEMERINTAHAN (PROVINSI, KABUPATEN/KOTA, KECAMATAN, DESA DAN KELURAHAN);;;;;;;;;;
KEPMENDAGRI Nomor 300.2.2 - 2138 TAHUN 2025;;;;;;;;;;
No;Kode Wilayah;Kode_Prov;Kode_Kab;Kode_Kec;Kode_Kel/Desa;Provinsi;Kabupaten/Kota;Kecamatan;Kelurahan/Desa;TIPE
65781;72.03.08.1023;72.;72.03.;72.03.08.;72.03.08.1023;Sulawesi Tengah;Kabupaten Donggala;Banawa;Gunung Bale;Kelurahan
65782;72.03.08.1024;72.;72.03.;72.03.08.;72.03.08.1024;Sulawesi Tengah;Kabupaten Donggala;Banawa;Maleni;Kelurahan
65783;72.03.08.1025;72.;72.03.;72.03.08.;72.03.08.1025;Sulawesi Tengah;Kabupaten Donggala;Banawa;Tanjung Batu;Kelurahan
65784;72.03.08.1026;72.;72.03.;72.03.08.;72.03.08.1026;Sulawesi Tengah;Kabupaten Donggala;Banawa;Boya;Kelurahan
65785;72.03.08.1027;72.;72.03.;72.03.08.;72.03.08.1027;Sulawesi Tengah;Kabupaten Donggala;Banawa;Labuan Bajo;Kelurahan
65786;72.03.08.1028;72.;72.03.;72.03.08.;72.03.08.1028;Sulawesi Tengah;Kabupaten Donggala;Banawa;Boneoge;Kelurahan
65787;72.03.08.2012;72.;72.03.;72.03.08.;72.03.08.2012;Sulawesi Tengah;Kabupaten Donggala;Banawa;Loli Oge;Desa
65788;72.03.08.2013;72.;72.03.;72.03.08.;72.03.08.2013;Sulawesi Tengah;Kabupaten Donggala;Banawa;Loli Tasiburi;Desa
65789;72.03.08.2029;72.;72.03.;72.03.08.;72.03.08.2029;Sulawesi Tengah;Kabupaten Donggala;Banawa;Loli Pesua;Desa
65790;72.03.08.2030;72.;72.03.;72.03.08.;72.03.08.2030;Sulawesi Tengah;Kabupaten Donggala;Banawa;Loli Dondo;Desa
65791;72.03.08.2031;72.;72.03.;72.03.08.;72.03.08.2031;Sulawesi Tengah;Kabupaten Donggala;Banawa;Loli Saluran;Desa
65792;72.03.09.2001;72.;72.03.;72.03.09.;72.03.09.2001;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan;Desa
65793;72.03.09.2008;72.;72.03.;72.03.09.;72.03.09.2008;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan Salumbone;Desa
65794;72.03.09.2009;72.;72.03.;72.03.09.;72.03.09.2009;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan Panimba;Desa
65795;72.03.09.2010;72.;72.03.;72.03.09.;72.03.09.2010;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan Lelea;Desa
65796;72.03.09.2011;72.;72.03.;72.03.09.;72.03.09.2011;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan Kungguma;Desa
65797;72.03.09.2012;72.;72.03.;72.03.09.;72.03.09.2012;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan Toposo;Desa
65798;72.03.09.2013;72.;72.03.;72.03.09.;72.03.09.2013;Sulawesi Tengah;Kabupaten Donggala;Labuan;Labuan Lumbubaka;Desa
65799;72.03.10.2001;72.;72.03.;72.03.10.;72.03.10.2001;Sulawesi Tengah;Kabupaten Donggala;Sindue;Dalaka;Desa
65800;72.03.10.2002;72.;72.03.;72.03.10.;72.03.10.2002;Sulawesi Tengah;Kabupaten Donggala;Sindue;Lero;Desa
65801;72.03.10.2003;72.;72.03.;72.03.10.;72.03.10.2003;Sulawesi Tengah;Kabupaten Donggala;Sindue;Taripa;Desa
65802;72.03.10.2004;72.;72.03.;72.03.10.;72.03.10.2004;Sulawesi Tengah;Kabupaten Donggala;Sindue;Sumari;Desa
65803;72.03.10.2005;72.;72.03.;72.03.10.;72.03.10.2005;Sulawesi Tengah;Kabupaten Donggala;Sindue;Toaya;Desa
65804;72.03.10.2006;72.;72.03.;72.03.10.;72.03.10.2006;Sulawesi Tengah;Kabupaten Donggala;Sindue;Masaingi;Desa
65805;72.03.10.2007;72.;72.03.;72.03.10.;72.03.10.2007;Sulawesi Tengah;Kabupaten Donggala;Sindue;Marana;Desa
65806;72.03.10.2008;72.;72.03.;72.03.10.;72.03.10.2008;Sulawesi Tengah;Kabupaten Donggala;Sindue;Enu;Desa
65807;72.03.10.2016;72.;72.03.;72.03.10.;72.03.10.2016;Sulawesi Tengah;Kabupaten Donggala;Sindue;Lero Tatari;Desa
65808;72.03.10.2017;72.;72.03.;72.03.10.;72.03.10.2017;Sulawesi Tengah;Kabupaten Donggala;Sindue;Toaya Vunta;Desa
65809;72.03.10.2018;72.;72.03.;72.03.10.;72.03.10.2018;Sulawesi Tengah;Kabupaten Donggala;Sindue;Gumbasa;Desa
65810;72.03.10.2019;72.;72.03.;72.03.10.;72.03.10.2019;Sulawesi Tengah;Kabupaten Donggala;Sindue;Ape Maliko;Desa
65811;72.03.10.2020;72.;72.03.;72.03.10.;72.03.10.2020;Sulawesi Tengah;Kabupaten Donggala;Sindue;Kavaya;Desa
65812;72.03.11.2001;72.;72.03.;72.03.11.;72.03.11.2001;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Ombo;Desa
65813;72.03.11.2002;72.;72.03.;72.03.11.;72.03.11.2002;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Tondo;Desa
65814;72.03.11.2003;72.;72.03.;72.03.11.;72.03.11.2003;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Jonooge;Desa
65815;72.03.11.2004;72.;72.03.;72.03.11.;72.03.11.2004;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Dampal;Desa
65816;72.03.11.2005;72.;72.03.;72.03.11.;72.03.11.2005;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Sipi;Desa
65817;72.03.11.2006;72.;72.03.;72.03.11.;72.03.11.2006;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Tanjung Padang;Desa
65818;72.03.11.2007;72.;72.03.;72.03.11.;72.03.11.2007;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Balintuma;Desa
65819;72.03.11.2008;72.;72.03.;72.03.11.;72.03.11.2008;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Sibado;Desa
65820;72.03.11.2009;72.;72.03.;72.03.11.;72.03.11.2009;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Tompe;Desa
65821;72.03.11.2010;72.;72.03.;72.03.11.;72.03.11.2010;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Lompio;Desa
65822;72.03.11.2011;72.;72.03.;72.03.11.;72.03.11.2011;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Lende;Desa
65823;72.03.11.2012;72.;72.03.;72.03.11.;72.03.11.2012;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Lende Tovea;Desa
65824;72.03.11.2013;72.;72.03.;72.03.11.;72.03.11.2013;Sulawesi Tengah;Kabupaten Donggala;Sirenja;Ujumbou.;Desa
65825;72.03.12.2006;72.;72.03.;72.03.12.;72.03.12.2006;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Labean;Desa
65826;72.03.12.2007;72.;72.03.;72.03.12.;72.03.12.2007;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Lombonga;Desa
65827;72.03.12.2008;72.;72.03.;72.03.12.;72.03.12.2008;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Meli;Desa
65828;72.03.12.2009;72.;72.03.;72.03.12.;72.03.12.2009;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Tambu;Desa
65829;72.03.12.2010;72.;72.03.;72.03.12.;72.03.12.2010;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Siweli;Desa
65830;72.03.12.2011;72.;72.03.;72.03.12.;72.03.12.2011;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Sibualong;Desa
65831;72.03.12.2012;72.;72.03.;72.03.12.;72.03.12.2012;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Sibayu;Desa
65832;72.03.12.2015;72.;72.03.;72.03.12.;72.03.12.2015;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Malino;Desa
65833;72.03.12.2016;72.;72.03.;72.03.12.;72.03.12.2016;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Mapane Tambu;Desa
65834;72.03.12.2017;72.;72.03.;72.03.12.;72.03.12.2017;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Tovia Tambu;Desa
65835;72.03.12.2019;72.;72.03.;72.03.12.;72.03.12.2019;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Sipure;Desa
65836;72.03.12.2020;72.;72.03.;72.03.12.;72.03.12.2020;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Kampung Baru Sibayu;Desa
65837;72.03.12.2021;72.;72.03.;72.03.12.;72.03.12.2021;Sulawesi Tengah;Kabupaten Donggala;Balaesang;Simagaya;Desa
65838;72.03.14.2001;72.;72.03.;72.03.14.;72.03.14.2001;Sulawesi Tengah;Kabupaten Donggala;Sojol;Balukang;Desa
65839;72.03.14.2002;72.;72.03.;72.03.14.;72.03.14.2002;Sulawesi Tengah;Kabupaten Donggala;Sojol;Siwalempu;Desa
65840;72.03.14.2003;72.;72.03.;72.03.14.;72.03.14.2003;Sulawesi Tengah;Kabupaten Donggala;Sojol;Siboang;Desa
65841;72.03.14.2004;72.;72.03.;72.03.14.;72.03.14.2004;Sulawesi Tengah;Kabupaten Donggala;Sojol;Tonggolobibi;Desa
65842;72.03.14.2005;72.;72.03.;72.03.14.;72.03.14.2005;Sulawesi Tengah;Kabupaten Donggala;Sojol;Bou;Desa
65843;72.03.14.2011;72.;72.03.;72.03.14.;72.03.14.2011;Sulawesi Tengah;Kabupaten Donggala;Sojol;Samalili;Desa
65844;72.03.14.2012;72.;72.03.;72.03.14.;72.03.14.2012;Sulawesi Tengah;Kabupaten Donggala;Sojol;Bukit Harapan;Desa
65845;72.03.14.2013;72.;72.03.;72.03.14.;72.03.14.2013;Sulawesi Tengah;Kabupaten Donggala;Sojol;Pangalasiang;Desa
65846;72.03.14.2014;72.;72.03.;72.03.14.;72.03.14.2014;Sulawesi Tengah;Kabupaten Donggala;Sojol;Balukang II;Desa
65847;72.03.18.2001;72.;72.03.;72.03.18.;72.03.18.2001;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Mbuwu;Desa
65848;72.03.18.2002;72.;72.03.;72.03.18.;72.03.18.2002;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Salumpaku;Desa
65849;72.03.18.2003;72.;72.03.;72.03.18.;72.03.18.2003;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Watatu;Desa
65850;72.03.18.2004;72.;72.03.;72.03.18.;72.03.18.2004;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Surumana;Desa
65851;72.03.18.2005;72.;72.03.;72.03.18.;72.03.18.2005;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Lalombi;Desa
65852;72.03.18.2006;72.;72.03.;72.03.18.;72.03.18.2006;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Tanamea;Desa
65853;72.03.18.2007;72.;72.03.;72.03.18.;72.03.18.2007;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Bambarimi;Desa
65854;72.03.18.2008;72.;72.03.;72.03.18.;72.03.18.2008;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Salungkaenu;Desa
65855;72.03.18.2009;72.;72.03.;72.03.18.;72.03.18.2009;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Lumbumamara;Desa
65856;72.03.18.2010;72.;72.03.;72.03.18.;72.03.18.2010;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Tolongano;Desa
65857;72.03.18.2011;72.;72.03.;72.03.18.;72.03.18.2011;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Tosale;Desa
65858;72.03.18.2012;72.;72.03.;72.03.18.;72.03.18.2012;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Lumbu Tarombo;Desa
65859;72.03.18.2013;72.;72.03.;72.03.18.;72.03.18.2013;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Lumbulama;Desa
65860;72.03.18.2014;72.;72.03.;72.03.18.;72.03.18.2014;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Ongulara;Desa
65861;72.03.18.2015;72.;72.03.;72.03.18.;72.03.18.2015;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Malino;Desa
65862;72.03.18.2016;72.;72.03.;72.03.18.;72.03.18.2016;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Lembasada;Desa
65863;72.03.18.2017;72.;72.03.;72.03.18.;72.03.18.2017;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Sarombaya;Desa
65864;72.03.18.2018;72.;72.03.;72.03.18.;72.03.18.2018;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Salusumpu;Desa
65865;72.03.18.2019;72.;72.03.;72.03.18.;72.03.18.2019;Sulawesi Tengah;Kabupaten Donggala;Banawa Selatan;Tanampulu;Desa
65866;72.03.19.2001;72.;72.03.;72.03.19.;72.03.19.2001;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wani Satu;Desa
65867;72.03.19.2002;72.;72.03.;72.03.19.;72.03.19.2002;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wani Dua;Desa
65868;72.03.19.2003;72.;72.03.;72.03.19.;72.03.19.2003;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Nupa Bomba;Desa
65869;72.03.19.2004;72.;72.03.;72.03.19.;72.03.19.2004;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wombo;Desa
65870;72.03.19.2005;72.;72.03.;72.03.19.;72.03.19.2005;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Guntarano;Desa
65871;72.03.19.2006;72.;72.03.;72.03.19.;72.03.19.2006;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Bale;Desa
65872;72.03.19.2007;72.;72.03.;72.03.19.;72.03.19.2007;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wombo Mpanau;Desa
65873;72.03.19.2008;72.;72.03.;72.03.19.;72.03.19.2008;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wombo Kalonggo;Desa
65874;72.03.19.2009;72.;72.03.;72.03.19.;72.03.19.2009;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wani Tiga;Desa
65875;72.03.19.2010;72.;72.03.;72.03.19.;72.03.19.2010;Sulawesi Tengah;Kabupaten Donggala;Tanantovea;Wani Lumbumpetigo;Desa
65876;72.03.21.2001;72.;72.03.;72.03.21.;72.03.21.2001;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Palintuma;Desa
65877;72.03.21.2002;72.;72.03.;72.03.21.;72.03.21.2002;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Gimpubia;Desa
65878;72.03.21.2003;72.;72.03.;72.03.21.;72.03.21.2003;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Dangara'a;Desa
65879;72.03.21.2004;72.;72.03.;72.03.21.;72.03.21.2004;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Bambakanini;Desa
65880;72.03.21.2005;72.;72.03.;72.03.21.;72.03.21.2005;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Bambakaenu;Desa
65881;72.03.21.2006;72.;72.03.;72.03.21.;72.03.21.2006;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Tomodo;Desa
65882;72.03.21.2007;72.;72.03.;72.03.21.;72.03.21.2007;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Kanagalongga;Desa
65883;72.03.21.2008;72.;72.03.;72.03.21.;72.03.21.2008;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Karavia;Desa
65884;72.03.21.2009;72.;72.03.;72.03.21.;72.03.21.2009;Sulawesi Tengah;Kabupaten Donggala;Pinembani;Tavanggeli;Desa
65885;72.03.24.2001;72.;72.03.;72.03.24.;72.03.24.2001;Sulawesi Tengah;Kabupaten Donggala;Sindue Tombusabora;Tibo;Desa
65886;72.03.24.2002;72.;72.03.;72.03.24.;72.03.24.2002;Sulawesi Tengah;Kabupaten Donggala;Sindue Tombusabora;Kaliburu;Desa
65887;72.03.24.2003;72.;72.03.;72.03.24.;72.03.24.2003;Sulawesi Tengah;Kabupaten Donggala;Sindue Tombusabora;Batusuya;Desa
65888;72.03.24.2004;72.;72.03.;72.03.24.;72.03.24.2004;Sulawesi Tengah;Kabupaten Donggala;Sindue Tombusabora;Saloya;Desa
65889;72.03.24.2005;72.;72.03.;72.03.24.;72.03.24.2005;Sulawesi Tengah;Kabupaten Donggala;Sindue Tombusabora;Batusuya Go'o;Desa
65890;72.03.24.2006;72.;72.03.;72.03.24.;72.03.24.2006;Sulawesi Tengah;Kabupaten Donggala;Sindue Tombusabora;Kaliburu Kata;Desa
65891;72.03.25.2001;72.;72.03.;72.03.25.;72.03.25.2001;Sulawesi Tengah;Kabupaten Donggala;Sindue Tobata;Sikara Tobata;Desa
65892;72.03.25.2002;72.;72.03.;72.03.25.;72.03.25.2002;Sulawesi Tengah;Kabupaten Donggala;Sindue Tobata;Alindau;Desa
65893;72.03.25.2003;72.;72.03.;72.03.25.;72.03.25.2003;Sulawesi Tengah;Kabupaten Donggala;Sindue Tobata;Oti;Desa
65894;72.03.25.2004;72.;72.03.;72.03.25.;72.03.25.2004;Sulawesi Tengah;Kabupaten Donggala;Sindue Tobata;Tamarenja;Desa
65895;72.03.25.2005;72.;72.03.;72.03.25.;72.03.25.2005;Sulawesi Tengah;Kabupaten Donggala;Sindue Tobata;Sipeso;Desa
65896;72.03.25.2006;72.;72.03.;72.03.25.;72.03.25.2006;Sulawesi Tengah;Kabupaten Donggala;Sindue Tobata;Sindosa;Desa
65897;72.03.27.2001;72.;72.03.;72.03.27.;72.03.27.2001;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Powelua;Desa
65898;72.03.27.2002;72.;72.03.;72.03.27.;72.03.27.2002;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Lumbudolo;Desa
65899;72.03.27.2003;72.;72.03.;72.03.27.;72.03.27.2003;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Kola-Kola;Desa
65900;72.03.27.2004;72.;72.03.;72.03.27.;72.03.27.2004;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Limboro;Desa
65901;72.03.27.2005;72.;72.03.;72.03.27.;72.03.27.2005;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Towale;Desa
65902;72.03.27.2006;72.;72.03.;72.03.27.;72.03.27.2006;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Salubomba;Desa
65903;72.03.27.2007;72.;72.03.;72.03.27.;72.03.27.2007;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Mekar Baru;Desa
65904;72.03.27.2008;72.;72.03.;72.03.27.;72.03.27.2008;Sulawesi Tengah;Kabupaten Donggala;Banawa Tengah;Lampo;Desa
65905;72.03.30.2001;72.;72.03.;72.03.30.;72.03.30.2001;Sulawesi Tengah;Kabupaten Donggala;Sojol Utara;Ogoamas I;Desa
65906;72.03.30.2002;72.;72.03.;72.03.30.;72.03.30.2002;Sulawesi Tengah;Kabupaten Donggala;Sojol Utara;Ogoamas II;Desa
65907;72.03.30.2003;72.;72.03.;72.03.30.;72.03.30.2003;Sulawesi Tengah;Kabupaten Donggala;Sojol Utara;Lenju;Desa
65908;72.03.30.2004;72.;72.03.;72.03.30.;72.03.30.2004;Sulawesi Tengah;Kabupaten Donggala;Sojol Utara;Pesik;Desa
65909;72.03.30.2005;72.;72.03.;72.03.30.;72.03.30.2005;Sulawesi Tengah;Kabupaten Donggala;Sojol Utara;Bengkoli;Desa
65910;72.03.31.2001;72.;72.03.;72.03.31.;72.03.31.2001;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Walandano;Desa
65911;72.03.31.2002;72.;72.03.;72.03.31.;72.03.31.2002;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Malei;Desa
65912;72.03.31.2003;72.;72.03.;72.03.31.;72.03.31.2003;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Kamonji;Desa
65913;72.03.31.2004;72.;72.03.;72.03.31.;72.03.31.2004;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Ketong;Desa
65914;72.03.31.2005;72.;72.03.;72.03.31.;72.03.31.2005;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Rano;Desa
65915;72.03.31.2006;72.;72.03.;72.03.31.;72.03.31.2006;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Pomolulu;Desa
65916;72.03.31.2007;72.;72.03.;72.03.31.;72.03.31.2007;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Palau;Desa
65917;72.03.31.2008;72.;72.03.;72.03.31.;72.03.31.2008;Sulawesi Tengah;Kabupaten Donggala;Balaesang Tanjung;Manimbaya;Desa
65918;72.04.01.2001;72.;72.04.;72.04.01.;72.04.01.2001;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Kombo;Desa
65919;72.04.01.2002;72.;72.04.;72.04.01.;72.04.01.2002;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Tampiala;Desa
65920;72.04.01.2003;72.;72.04.;72.04.01.;72.04.01.2003;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Soni;Desa
65921;72.04.01.2004;72.;72.04.;72.04.01.;72.04.01.2004;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Bangkir;Desa
65922;72.04.01.2005;72.;72.04.;72.04.01.;72.04.01.2005;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Dongko;Desa
65923;72.04.01.2006;72.;72.04.;72.04.01.;72.04.01.2006;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Mimbala;Desa
65924;72.04.01.2007;72.;72.04.;72.04.01.;72.04.01.2007;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Lempe;Desa
65925;72.04.01.2008;72.;72.04.;72.04.01.;72.04.01.2008;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Paddumpu;Desa
65926;72.04.01.2009;72.;72.04.;72.04.01.;72.04.01.2009;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Abbajareng;Desa
65927;72.04.01.2010;72.;72.04.;72.04.01.;72.04.01.2010;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Puse;Desa
65928;72.04.01.2011;72.;72.04.;72.04.01.;72.04.01.2011;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Pallakawe;Desa
65929;72.04.01.2012;72.;72.04.;72.04.01.;72.04.01.2012;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Simuntu;Desa
65930;72.04.01.2013;72.;72.04.;72.04.01.;72.04.01.2013;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Selatan;Lemba Harapan;Desa
65931;72.04.02.2001;72.;72.04.;72.04.02.;72.04.02.2001;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Banagan;Desa
65932;72.04.02.2002;72.;72.04.;72.04.02.;72.04.02.2002;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Kabinuang;Desa
65933;72.04.02.2003;72.;72.04.;72.04.02.;72.04.02.2003;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Ogotua;Desa
65934;72.04.02.2004;72.;72.04.;72.04.02.;72.04.02.2004;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Tompoh;Desa
65935;72.04.02.2005;72.;72.04.;72.04.02.;72.04.02.2005;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Bambapula;Desa
65936;72.04.02.2006;72.;72.04.;72.04.02.;72.04.02.2006;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Malambigu;Desa
65937;72.04.02.2007;72.;72.04.;72.04.02.;72.04.02.2007;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Simatang Tanjung;Desa
65938;72.04.02.2008;72.;72.04.;72.04.02.;72.04.02.2008;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Simatang Utara;Desa
65939;72.04.02.2009;72.;72.04.;72.04.02.;72.04.02.2009;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Sese;Desa
65940;72.04.02.2010;72.;72.04.;72.04.02.;72.04.02.2010;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Ogolali;Desa
65941;72.04.02.2011;72.;72.04.;72.04.02.;72.04.02.2011;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Balaroa;Desa
65942;72.04.02.2012;72.;72.04.;72.04.02.;72.04.02.2012;Sulawesi Tengah;Kabupaten Toli-Toli;Dampal Utara;Stadong;Desa
65943;72.04.03.2001;72.;72.04.;72.04.03.;72.04.03.2001;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Luok Manipi;Desa
65944;72.04.03.2002;72.;72.04.;72.04.03.;72.04.03.2002;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Salumbia;Desa
65945;72.04.03.2003;72.;72.04.;72.04.03.;72.04.03.2003;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Bambapun;Desa
65946;72.04.03.2004;72.;72.04.;72.04.03.;72.04.03.2004;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Ogowele;Desa
65947;72.04.03.2005;72.;72.04.;72.04.03.;72.04.03.2005;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Lais;Desa
65948;72.04.03.2006;72.;72.04.;72.04.03.;72.04.03.2006;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Ogogasang;Desa
65949;72.04.03.2007;72.;72.04.;72.04.03.;72.04.03.2007;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Malomba;Desa
65950;72.04.03.2008;72.;72.04.;72.04.03.;72.04.03.2008;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Ogogili;Desa
65951;72.04.03.2009;72.;72.04.;72.04.03.;72.04.03.2009;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Tinabogan;Desa
65952;72.04.03.2010;72.;72.04.;72.04.03.;72.04.03.2010;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Malulu;Desa
65953;72.04.03.2011;72.;72.04.;72.04.03.;72.04.03.2011;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Malala;Desa
65954;72.04.03.2012;72.;72.04.;72.04.03.;72.04.03.2012;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Anggasan;Desa
65955;72.04.03.2013;72.;72.04.;72.04.03.;72.04.03.2013;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Betengon;Desa
65956;72.04.03.2014;72.;72.04.;72.04.03.;72.04.03.2014;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Pangkung;Desa
65957;72.04.03.2015;72.;72.04.;72.04.03.;72.04.03.2015;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Ogowele Buga;Desa
65958;72.04.03.2016;72.;72.04.;72.04.03.;72.04.03.2016;Sulawesi Tengah;Kabupaten Toli-Toli;Dondo;Lobuo;Desa
65959;72.04.04.2001;72.;72.04.;72.04.04.;72.04.04.2001;Sulawesi Tengah;Kabupaten Toli-Toli;Basidondo;Sibaluton;Desa
65960;72.04.04.2002;72.;72.04.;72.04.04.;72.04.04.2002;Sulawesi Tengah;Kabupaten Toli-Toli;Basidondo;Kayu Lompa;Desa
